"E01.01.30.10";"\RSen_10_Model families\Electrical Equipment\RSen_61_EE_FB_hv-cell_gen_witas.rfa";"RSen_61_EE_FB_hv-cell_gen_witas.rfa";"E01.01.30.10__KxN__hv cabin_gen__";"KxN";"False";"AANSLUITING :: Hoogspanning :: Hoogspanningsmateriaal type AA20 / AA15 / AA35 :: Lusschakelaar";"RACCORDEMENT :: Haute tension ::  :: Interrupteur de boucle"
"E36.01.15.20";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.20__PFH__surface mounted_gen__";"PFH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type PFH: Langwerpig type - Fresnellens - opbouw hermetisch";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - hermétique en saillie"
"E36.01.15.21";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.21__EFH__recessed_gen__";"EFH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type EFH: Langwerpig type - Fresnellens - inbouw hermetisch";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - hermétique encastré"
"E36.01.15.30";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.30__PFWH__surface mounted_gen__";"PFWH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type PFWH: Langwerpig type - Fresnellens - opbouw hermetisch - hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - hermétique en saillie - haute puissance"
"E36.01.15.31";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.31__EFWH__recessed_gen__";"EFWH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type EFWH: Langwerpig type - Fresnellens - inbouw hermetisch - hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - hermétique encastré - haute puissance"
"E36.01.15.40";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.40__PFO__surface mounted_gen__";"PFO";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type PFO: Langwerpig type - Fresnellens - opbouw hermetisch buitentoepassing";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - hermétique en saillie pour l'environnement extérieur"
"E36.01.15.41";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.41__EFO__recessed_gen__";"EFO";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type EFO: Langwerpig type - Fresnellens - inbouw hermetisch buitentoepassing";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - hermétique encastré pour l'environnement extérieur"
"E36.01.65.02";"\RSen_10_Model families\Lighting Fixtures\RSen_63_LF_FB_lighting fixture_gen_witas.rfa";"RSen_63_LF_FB_lighting fixture_gen_witas.rfa";"E36.01.65.02__PFX__cylindrical - surface mounted - led_gen__";"PFX";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting buisvormig :: type PDO: Opbouw hermetisch - enkelzijdig";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité tubulaire :: type PDO: En saillie hermétique - enkelzijdig"
"E36.01.70.01";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.70.01__PFX__surface mounted_gen__";"PFX";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting explosieveilig";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité antiexplosion"
"E36.01.70.02";"\RSen_10_Model families\Lighting Fixtures\RSen_63_LF_FB_lighting fixture_gen_witas.rfa";"RSen_63_LF_FB_lighting fixture_gen_witas.rfa";"E36.01.70.02__PFX__cylindrical - surface mounted - led_gen__";"PFX";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting explosieveilig";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité antiexplosion"
"E36.02.02";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_central battery system_gen_witas.rfa";"RSen_62_EE_FB_central battery system_gen_witas.rfa";"E36.02.02__EL__central coil sytem_gen_wxhxd 800x1800x600__";"EL";"False";"VEILIGHEIDSVERLICHTING :: Centraal gevoed systeem :: Centrale noodvoedingskast(en)";"ÉCLAIRAGE DE SÉCURITÉ :: Système à alimentation centrale :: Armoire(s) d'alimentation centrale(s)"
"E36.03.15.01";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.01__PR-W__surface mounted_gen__";"PR-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - en saillie"
"E36.03.15.02";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.02__ER-W__recessed_gen__";"ER-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - inbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - encastré"
"E36.03.15.03";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.03__MR-W__perpendicular wall mounting_gen__";"MR-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - mural en saillie avec support pour montage horizontal"
"E36.03.15.04";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.04__MR-W__parallel wall mounting_gen__";"MR-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - wandopbouw verticale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - mural en saillie pour montage vertical"
"E36.03.15.10";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.10__PRW-W__surface mounted_gen__";"PRW-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - opbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - en saillie, haute puissance"
"E36.03.15.11";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.11__ERW-W__recessed_gen__";"ERW-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - inbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - encastré, haute puissance"
"E36.03.15.12";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.12__MRW-W__parallel wall mounting_gen__";"MRW-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - wandopbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - mural en saillie, haute puissance"
"E36.03.15.20";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.20__PRH-W__surface mounted_gen__";"PRH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - hermetisch opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique en saillie"
"E36.03.15.22";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.22__MRH-W__perpendicular wall mounting_gen__";"MRH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - hermetisch wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique mural en saillie avec support pour montage horizontal"
"E36.03.15.23";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.23__MRH-W__parallel wall mounting_gen__";"MRH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - hermetisch wandopbouw voor verticale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique mural en saillie pour montage vertical"
"E36.03.15.30";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.30__PRWH-W__surface mounted_gen__";"PRWH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - hermetisch opbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique en saillie, haute puissance"
"E36.03.15.32";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.15.32__MRWH-W__parallel wall mounting_gen__";"MRWH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: Vluchtweg - hermetisch wandopbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique mural en saillie, haute puissance"
"E36.03.20.01";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.01__PA-W__surface mounted_gen__";"PA-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - en saillie"
"E36.03.20.02";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.02__EA-W__recessed_gen__";"EA-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - inbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - encastré"
"E36.03.20.03";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.03__MA-W__perpendicular wall mounting_gen__";"MA-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - mural en saillie avec support pour montage horizontal"
"E36.03.20.10";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.10__PAW-W__surface mounted_gen__";"PAW-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - opbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - en saillie, haute puissance"
"E36.03.20.11";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.11__EAW-W__recessed_gen__";"EAW-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - inbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - encastré, haute puissance"
"E36.03.20.12";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.12__MAW-W__parallel wall mounting_gen__";"MAW-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - wandopbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - mural en saillie, haute puissance"
"E36.03.20.20";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.20__PAH-W__surface mounted_gen__";"PAH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - hermetisch opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique en saillie"
"E36.03.20.22";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.22__MAH-W__perpendicular wall mounting_gen__";"MAH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - hermetisch wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique mural en saillie avec support pour montage horizontal"
"E36.03.20.30";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.30__PAWH-W__surface mounted_gen__";"PAWH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - hermetisch opbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique en saillie, haute puissance"
"E36.03.20.32";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.20.32__MAWH-W__parallel wall mounting_gen__";"MAWH-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: Anti-paniek - hermetisch wandopbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique mural en saillie, haute puissance"
"E36.03.25.01";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.03.25.01__PF-W__surface mounted_gen__";"PF-W";"False";"VEILIGHEIDSVERLICHTING :: Decentraal, autonoom en adresseerbaar systeem :: Veiligheidsverlichting LED - fresneloptiek :: Langwerpig type - Fresnellens - opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Système décentralisé, autonome et adressable :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - en saillie"
